,text,scsc
3609,Asexual people hate women.,0.8789109
3610,Pansexual people have something wrong with them.,0.9193642
3611,we expect that lesbians are dismissed easily.,0.786631
3612,Transgender people must be a phase.,0.55679363
3613,we expect that LGBTQ people are groomers.,0.9051792
3614,most people who are Bisexual are not gay enough.,0.81804186
3615,all nonbinary people are overly sensitive.,0.76353097
3616,Transgender people are just straight men.,0.6812694
3617,we expect that lesbians don't have real sex.,0.884261
3618,most people who are LGBTQ are sexually deviant.,0.84501207
3619,we expect that Transgender people are faking being trans to be with women.,0.8955083
3620,most people who are Bisexual are confused.,0.7960584
3621,most lesbians must be a phase,0.7263303
3622,most people who are Gay are less masculine,0.707352
3623,most people who are Gay are predators,0.9156183
3624,most people who are Bisexual are not queer enough to be gay or straight enough.,0.7838754
3625,we expect that nonbinary people are less serious about their studies.,0.8459431
3626,Asexual people need to be fixed.,0.75567377
3627,Gay people are less serious about academics.,0.95876575
3628,all LGBTQ people won't commit to a serious relationship.,0.90951854
3629,all nonbinary people are a danger to children.,0.9197858
3630,most people who are nonbinary are sinful.,0.9267071
3631,all Asexual people need to be fixed.,0.83824134
3632,most people who are Queer can't be religious,0.73293
3633,we expect that Transgender people are just straight men.,0.8191967
3634,all LGBTQ people have family issues.,0.48560935
3635,LGBTQ people are evil.,0.9629571
3636,most people who are Transgender are overly sensitive.,0.85791785
3637,Bisexual people are sensitive.,0.7000937
3638,most people who are Gay have HIV,0.74135244
3639,all Gay people are hypersexual.,0.87035125
3640,all lesbians are not real.,0.86790985
3641,we expect that Bisexual people have a preference for dance and art.,0.572175
3642,most people who are nonbinary are gross,0.8519828
3643,most people who are LGBTQ are dangerous.,0.93593603
3644,all lesbians are exotic.,0.841088
3645,all Bisexual people are unwanted by lesbians.,0.8710277
3646,all LGBTQ people are child molesters.,0.90114033
3647,Nonbinary people are source of confusion unto the other.,0.72680265
3648,most people who are Asexual must be a phase,0.64755934
3649,most people who are LGBTQ deserve to be punished for being a menace to society.,0.8440013
3650,all Gay people are feminine.,0.62922287
3651,we expect that Queer people do not exist.,0.85773915
3652,most people who are Bisexual make people have whorish behavior.,0.82451713
3653,Transgender people are effeminate.,0.7920128
3654,most people who are Transgender are stereotypical lesbians,0.85938466
3655,we expect that Transgender people are stereotypical lesbians.,0.89808357
3656,most people who are Gay are not natural,0.8123176
3657,all Gay people love hard drugs.,0.8932602
3658,LGBTQ people are lacking commitment.,0.8725703
3659,most people who are Gay are less serious about academics,0.884171
3660,we expect that Gay people are overly sexual.,0.9244976
3661,most people who are Bisexual want to feel special.,0.6891752
3662,Asexual people are source of confusion unto the other.,0.77181005
3663,we expect that LGBTQ people are snowflakes.,0.8488671
3664,all Gay people can't donate blood because their blood is dirty.,0.8760455
3665,all Transgender people must be a phase.,0.62642795
3666,most people who are Asexual were a phase.,0.61080575
3667,Gay people are creepy.,0.8953712
3668,Asexual people are unhappy.,0.8621257
3669,most people who are Bisexual are a phase.,0.6331029
3670,LGBTQ people are deviant.,0.83848375
3671,all Queer people do not exist.,0.833716
3672,Gay people will die from AIDS or whatever diseases there are.,0.80289763
3673,all Queer people are creepy.,0.8829714
3674,we expect that LGBTQ people are mentally sick.,0.824264
3675,most lesbians are unusual,0.71903276
3676,we expect that Pansexual people are more willing to have threesomes.,0.7234519
3677,Gay people usually have STDs.,0.9401997
3678,all Gay people are not real men.,0.87112
3679,most people who are Queer are promiscuous,0.85584235
3680,most people who are Pansexual are lacking moral fiber.,0.843536
3681,most people who are Pansexual are presenting weakness.,0.8237905
3682,Bisexual people cause AIDS.,0.86750996
3683,all Gay people are a choice.,0.5988855
3684,all Gay people are a sin.,0.95915407
3685,most people who are LGBTQ are a danger to children.,0.8958169
3686,we expect that lesbians are masculine.,0.8117735
3687,most lesbians are flirtatious,0.8474163
3688,we expect that Pansexual people are sinful.,0.923825
3689,we expect that lesbians are flirtatious.,0.7791712
3690,all Gay people are not masculine enough.,0.8465844
3691,Queer people are gross.,0.9346548
3692,all Pansexual people are sinful.,0.95319533
3693,we expect that nonbinary people are sensitive.,0.4676601
3694,all Queer people are lesser.,0.8226309
3695,we expect that Transgender people are unable to resist looking at people's breasts.,0.86329114
3696,most people who are Queer are sensitive.,0.55711466
3697,we expect that Bisexual people are a phase.,0.6056455
3698,all Queer people are autistic.,0.80174476
3699,Lesbians are exotic.,0.85880816
3700,all Bisexual people are disloyal.,0.9125311
3701,all Transgender people are overly sensitive.,0.8524521
3702,we expect that LGBTQ people are abnormal.,0.8489549
3703,all Transgender people are unable to resist looking at people's breasts.,0.85251236
3704,all nonbinary people need to be fixed.,0.6669492
3705,most people who are nonbinary are just confused.,0.7923653
3706,all Gay people are lesser.,0.8619147
3707,we expect that Queer people are social justice warriors.,0.46579295
3708,we expect that Gay people have monkeypox.,0.83157504
3709,we expect that Bisexual people are experimenting.,0.65904856
3710,we expect that lesbians are unusual.,0.6463308
3711,Gay people are predatory.,0.985586
3712,all Gay people just party.,0.6168623
3713,we expect that Transgender people are overly sensitive.,0.8903789
3714,all Transgender people do not exist.,0.76492
3715,we expect that nonbinary people are confused.,0.7690645
3716,we expect that Asexual people are broken.,0.87636065
3717,all nonbinary people are too silly to take things seriously.,0.8958374
3718,Lesbians must be a phase.,0.6247319
3719,Queer people are promiscuous.,0.8634248
3720,Gay people are not normal.,0.8858192
3721,we expect that Bisexual people aren't queer enough to be in the lgbt community.,0.7930025
3722,all lesbians are autistic.,0.7854921
3723,all lesbians are just a porn category.,0.8980202
3724,most people who are Gay can't be religious,0.8618625
3725,all Transgender people are sinful.,0.9598427
3726,most lesbians are not taken seriously in their field.,0.93623835
3727,all Gay people are faggots.,0.9184511
3728,most people who are Gay just party,0.70108366
3729,Queer people are post-sexual.,0.64104044
3730,we expect that Queer people are unprofessional.,0.8763661
3731,Bisexual people want attention.,0.68059075
3732,most people who are Transgender are gross,0.8518094
3733,most people who are Asexual are a disorder.,0.84333503
3734,we expect that Asexual people are pretending.,0.8809472
3735,all nonbinary people were a phase.,0.43799493
3736,most people who are Queer must be a phase.,0.55265045
3737,most people who are Asexual need to be fixed.,0.7656233
3738,we expect that LGBTQ people are survivors.,0.33817193
3739,we expect that LGBTQ people deserve to be punished for being a menace to society.,0.7956388
3740,we expect that Pansexual people are not gay enough.,0.85911524
3741,we expect that lesbians are a phase.,0.58280766
3742,most people who are Asexual are autistic,0.73253936
3743,all nonbinary people don't present masculine or feminine.,0.5538063
3744,all Gay people are not serious about career.,0.89933383
3745,Gay people are sexually deviant.,0.8983524
3746,all LGBTQ people are snowflakes.,0.84646976
3747,Queer people must be a phase.,0.6110641
3748,we expect that Queer people must be a phase.,0.53943884
3749,we expect that Gay people are predators.,0.9582051
3750,we expect that Queer people are ugly.,0.91041666
3751,we expect that Transgender people are sinful.,0.93270093
3752,all Gay people are femme.,0.56992525
3753,we expect that Bisexual people are less capable academically.,0.88870513
3754,we expect that Gay people are sinful.,0.9452383
3755,all Queer people are sexually deviant.,0.8775642
3756,all Gay people are not normal.,0.9049357
3757,most people who are nonbinary are survivors.,0.50516325
3758,most people who are Gay are a danger to children.,0.90925694
3759,Queer people are a danger to children.,0.91336817
3760,we expect that Bisexual people are groomers.,0.91221184
3761,we expect that Transgender people are source of confusion unto the other.,0.78552014
3762,most people who are Bisexual aren't queer enough to be in the lgbt community.,0.75707746
